address,housing_type,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude,post_code,region
Andra Långgatan 4B,Lägenhet,Göteborgs kommun,54.0,2.0,2298.0,3450000.0,2022-09-14,-3.0,63889.0,0.0,0.0,57.6993317,11.9509638, 413 03,Olivedal
Stenaredslyckan 1,Villa,Göteborgs kommun,103.0,4.0,,2700000.0,2022-09-14,0.0,26214.0,1342.0,0.0,57.804677,12.1976594, 424 91,Bergum
Kallkällegatan 16B,Lägenhet,Göteborgs kommun,70.6,3.0,4365.0,3700000.0,2022-09-13,,52408.0,0.0,0.0,57.7135263,12.0257615, 416 54,Kålltorp
Bokskogsbacken 95,Villa,Göteborgs kommun,121.0,4.0,,5060000.0,2022-09-14,-3.0,41818.0,279.0,6.0,57.75249375,11.95516865, 422 56,Skogome
Beryllgatan 64,Lägenhet,Göteborgs kommun,80.1,3.0,5161.0,2420000.0,2022-09-14,1.0,30212.0,0.0,0.0,57.6563462,11.8861368, 426 58,Guldringen
Arvid Lindmansgatan 23F,Lägenhet,Göteborgs kommun,53.5,2.0,3300.0,1750000.0,2022-09-14,-3.0,32710.0,0.0,0.0,57.7304185,11.9225295, 417 26,Slättadamm
Blåsutgatan 15,Lägenhet,Göteborgs kommun,67.0,3.0,3909.0,3500000.0,2022-09-14,0.0,52239.0,0.0,0.0,57.6925887,11.920724, 414 54,Majorna
Pontus Wiknersgatan 7,Lägenhet,Göteborgs kommun,81.0,3.0,4061.0,6150000.0,2022-09-14,6.0,75926.0,0.0,0.0,57.69302715,11.980254750000002, 411 32,Johanneberg
Pontus Wiknersgatan 7,Lägenhet,Göteborgs kommun,68.0,3.0,3525.0,5400000.0,2022-05-25,8.0,79412.0,0.0,0.0,57.69302715,11.980254750000002, 411 32,Johanneberg
Pontus Wiknersgatan 7,Lägenhet,Göteborgs kommun,81.0,3.0,4061.0,6550000.0,2022-04-13,18.0,80864.0,0.0,,57.69302715,11.980254750000002, 411 32,Johanneberg
Övre Hallegatan 4A,Lägenhet,Göteborgs kommun,48.0,2.0,3866.0,2100000.0,2022-09-14,8.0,43750.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 8,Lägenhet,Göteborgs kommun,82.3,4.0,6105.0,3600000.0,2022-08-25,26.0,43742.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 26,Lägenhet,Göteborgs kommun,68.2,2.0,4819.0,2300000.0,2022-07-20,2.0,33724.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 52,Lägenhet,Göteborgs kommun,32.9,2.0,2574.0,1950000.0,2022-07-11,3.0,59271.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 4A,Lägenhet,Göteborgs kommun,48.2,2.0,3990.0,1845000.0,2022-05-19,9.0,38278.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 36,Lägenhet,Göteborgs kommun,73.0,3.0,5142.0,2750000.0,2022-05-17,2.0,37671.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 42,Lägenhet,Göteborgs kommun,58.7,2.0,4044.0,2385000.0,2022-05-11,11.0,40630.0,0.0,0.0,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 54,Lägenhet,Göteborgs kommun,83.0,3.5,4950.0,3300000.0,2022-05-03,2.0,39759.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 42,Lägenhet,Göteborgs kommun,58.2,2.0,3968.0,2300000.0,2022-04-26,0.0,39519.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 18,Lägenhet,Göteborgs kommun,94.4,4.0,6326.0,3990000.0,2022-04-06,11.0,42267.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 52,Lägenhet,Göteborgs kommun,58.5,2.0,4135.0,2500000.0,2022-03-23,9.0,42735.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 2B,Lägenhet,Göteborgs kommun,49.8,2.0,4198.0,1770000.0,2022-03-23,11.0,35542.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 42,Lägenhet,Göteborgs kommun,27.6,1.0,2544.0,1800000.0,2022-03-04,,65217.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 16,Lägenhet,Göteborgs kommun,58.7,2.0,4141.0,2300000.0,2022-03-03,21.0,39182.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 28,Lägenhet,Göteborgs kommun,27.6,1.0,2483.0,1735000.0,2022-02-28,9.0,62862.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 28,Lägenhet,Göteborgs kommun,94.4,4.0,6281.0,3620000.0,2022-02-18,,38347.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre Hallegatan 54,Lägenhet,Göteborgs kommun,61.0,2.0,3945.0,2400000.0,2022-02-16,9.0,39344.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre hallegatan 20,Lägenhet,Göteborgs kommun,73.6,3.0,5060.0,2700000.0,2022-02-06,,36685.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Övre hallegatan 54,Lägenhet,Göteborgs kommun,35.0,1.5,2494.0,1895000.0,2022-02-02,6.0,54143.0,0.0,,57.7183072,11.9381581, 417 18,Rambergsstaden
Wadmansgatan 14A,Lägenhet,Göteborgs kommun,147.0,5.0,5767.0,9050000.0,2022-09-14,-9.0,61565.0,0.0,0.0,57.6993267,11.9825767, 412 53,Heden
Vårlöksgatan 5A,Lägenhet,Göteborgs kommun,52.0,2.0,3646.0,1795000.0,2022-09-13,0.0,34519.0,0.0,0.0,57.7230678,11.9409023, 417 39,Kvillebäcken
Uddevallagatan 33,Lägenhet,Göteborgs kommun,118.3,4.0,5570.0,8050000.0,2022-09-10,7.0,68047.0,0.0,0.0,57.7193343,12.0107764, 416 67,Redbergslid
Ernst torulfsgatan 11A,Lägenhet,Göteborgs kommun,73.5,3.0,4424.0,2400000.0,2022-09-14,-4.0,32653.0,0.0,0.0,57.7210128,12.0292143, 416 73,Kålltorp
Seminariegatan 20,Lägenhet,Göteborgs kommun,64.0,2.5,3952.0,4000000.0,2022-09-14,10.0,62500.0,0.0,0.0,57.6912574,11.9587406, 413 13,Annedal
Nolehultsvägen 3,Lägenhet,Göteborgs kommun,61.0,2.0,3470.0,2920000.0,2022-09-14,19.0,47869.0,0.0,0.0,57.7543131,11.9286764, 417 45,Tuve
Nolehultsvägen 3,Lägenhet,Göteborgs kommun,61.0,2.0,3331.0,2200000.0,2022-08-04,5.0,36066.0,0.0,0.0,57.7543131,11.9286764, 417 45,Tuve
Nolehultsvägen 3,Lägenhet,Göteborgs kommun,77.5,3.0,4111.0,3550000.0,2022-06-07,8.0,45806.0,0.0,0.0,57.7543131,11.9286764, 417 45,Tuve
Nolehultsvägen 3,Lägenhet,Göteborgs kommun,61.0,2.0,3470.0,2650000.0,2022-02-10,,43443.0,0.0,,57.7543131,11.9286764, 417 45,Tuve
Doktor Forselius gata 28,Lägenhet,Göteborgs kommun,81.5,4.0,5120.0,3300000.0,2022-09-14,-3.0,40491.0,0.0,0.0,57.6796163,11.9819915, 413 26,Guldheden
Frida Hjertbergs Gata 14,Lägenhet,Göteborgs kommun,74.0,3.0,2655.0,5210000.0,2022-09-13,4.0,70405.0,0.0,0.0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 1,Lägenhet,Göteborgs kommun,62.5,2.0,2413.0,4000000.0,2022-09-02,8.0,64000.0,0.0,0.0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs gata 2,Lägenhet,Göteborgs kommun,81.0,3.0,3158.0,6750000.0,2022-05-26,13.0,83333.0,0.0,0.0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 6,Lägenhet,Göteborgs kommun,39.5,1.5,1544.0,3550000.0,2022-05-13,,89873.0,0.0,0.0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 1,Lägenhet,Göteborgs kommun,53.0,2.0,1907.0,4200000.0,2022-05-11,,79245.0,0.0,0.0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 14,Lägenhet,Göteborgs kommun,52.5,2.0,2146.0,4050000.0,2022-05-01,4.0,77143.0,0.0,,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs gata 1,Lägenhet,Göteborgs kommun,62.5,2.0,2596.0,3875000.0,2022-03-21,0.0,62000.0,0.0,,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 2,Lägenhet,Göteborgs kommun,81.0,3.0,3342.0,6000000.0,2022-03-17,9.0,74074.0,0.0,,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 1,Lägenhet,Göteborgs kommun,50.0,2.0,2077.0,4100000.0,2022-03-13,,82000.0,0.0,,57.6874807,11.9860839, 412 81,Johanneberg
Doktor Lindhs gata 1,Lägenhet,Göteborgs kommun,38.1,1.0,1917.0,2475000.0,2022-09-13,-1.0,64961.0,0.0,0.0,57.6817845,11.9677538, 413 25,Guldheden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,74.0,2.5,3426.0,4250000.0,2022-09-13,6.0,57432.0,0.0,0.0,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,33.0,1.0,1944.0,2500000.0,2022-09-03,4.0,75758.0,0.0,0.0,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,49.0,2.0,2786.0,3200000.0,2022-04-08,0.0,65306.0,0.0,,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,54.0,2.0,2611.0,3764000.0,2022-03-29,18.0,69704.0,0.0,,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,33.0,1.0,2177.0,2650000.0,2022-03-03,,80303.0,0.0,,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Lägenhet,Göteborgs kommun,74.0,3.0,3250.0,5425000.0,2022-03-02,5.0,73311.0,0.0,,57.70996,12.008030425579426, 416 59,Lunden
Gräddgatan 7,Lägenhet,Göteborgs kommun,52.5,2.0,3124.0,2700000.0,2022-09-13,8.0,51429.0,0.0,0.0,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 2,Lägenhet,Göteborgs kommun,124.3,5.0,8206.0,3900000.0,2022-06-01,18.0,31376.0,0.0,0.0,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 7,Lägenhet,Göteborgs kommun,52.2,2.0,3124.0,2800000.0,2022-04-12,0.0,53640.0,0.0,,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 10,Lägenhet,Göteborgs kommun,30.0,1.5,2463.0,1975000.0,2022-04-05,10.0,65833.0,0.0,,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 7,Lägenhet,Göteborgs kommun,67.5,3.0,4016.0,3400000.0,2022-03-30,,50370.0,0.0,,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 7,Lägenhet,Göteborgs kommun,52.5,2.0,3124.0,2950000.0,2022-03-08,7.0,56190.0,0.0,,57.6830751,12.0090937, 412 75,Kallebäck
Gräddgatan 6,Lägenhet,Göteborgs kommun,82.5,3.0,5764.0,3000000.0,2022-02-03,13.0,36364.0,0.0,,57.6830751,12.0090937, 412 75,Kallebäck
Fjällbo Park 37,Lägenhet,Göteborgs kommun,33.0,1.0,1970.0,1800000.0,2022-09-13,3.0,54545.0,0.0,0.0,57.7417639,12.0621697, 415 07,Utby
Fjällbo Park 37,Lägenhet,Göteborgs kommun,97.0,4.0,5791.0,4375000.0,2022-06-23,-1.0,45103.0,0.0,0.0,57.7417639,12.0621697, 415 07,Utby
Söndagsgatan 31,Lägenhet,Göteborgs kommun,69.5,3.0,4648.0,1500000.0,2022-09-13,-6.0,21583.0,0.0,0.0,57.75821,12.0322618, 415 43,Norra Kortedala
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1825000.0,2022-09-13,0.0,62931.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 10,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1550000.0,2022-09-07,0.0,53448.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 10,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1725000.0,2022-09-07,0.0,59483.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1775000.0,2022-09-07,0.0,61207.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1675000.0,2022-08-29,-1.0,57759.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 10,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1575000.0,2022-08-23,0.0,54310.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 10,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1850000.0,2022-08-22,0.0,63793.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1600000.0,2022-08-18,-2.0,55172.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 10,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1495000.0,2022-08-10,0.0,51552.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1525000.0,2022-08-01,0.0,52586.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1495000.0,2022-07-18,0.0,51552.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1525000.0,2022-07-18,0.0,52586.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1675000.0,2022-07-15,0.0,57759.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1635.0,1750000.0,2022-07-14,0.0,60345.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1550000.0,2022-06-23,0.0,53448.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1775000.0,2022-06-22,0.0,61207.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1650000.0,2022-06-08,0.0,56897.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 32,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-06-08,0.0,47857.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1725000.0,2022-05-30,0.0,59483.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1650000.0,2022-05-28,0.0,56897.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1725000.0,2022-05-25,0.0,59483.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1550000.0,2022-05-24,0.0,53448.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1495000.0,2022-05-20,0.0,51552.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1575000.0,2022-05-18,0.0,54310.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1575000.0,2022-05-12,0.0,54310.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1625000.0,2022-05-10,0.0,56034.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1700000.0,2022-05-10,0.0,58621.0,0.0,0.0,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1850000.0,2022-05-04,0.0,63793.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1525000.0,2022-05-02,0.0,52586.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,60.0,2.0,2975.0,2600000.0,2022-05-02,-5.0,43333.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1495000.0,2022-04-30,0.0,51552.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 36,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3240000.0,2022-04-29,0.0,46286.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1725000.0,2022-04-28,0.0,59483.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1650000.0,2022-04-26,0.0,56897.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 30,Lägenhet,Göteborgs kommun,59.0,2.0,3847.0,2980000.0,2022-04-06,0.0,50508.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 30,Lägenhet,Göteborgs kommun,47.0,2.0,3064.0,2630000.0,2022-03-29,0.0,55957.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 32,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-03-25,0.0,47857.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 36,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-03-22,0.0,47857.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1775000.0,2022-03-18,0.0,61207.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 32,Lägenhet,Göteborgs kommun,55.0,2.0,3586.0,3080000.0,2022-03-17,0.0,56000.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1550000.0,2022-03-15,0.0,53448.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1550000.0,2022-03-14,0.0,53448.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1850000.0,2022-03-09,0.0,63793.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 36,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3240000.0,2022-03-09,0.0,46286.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 32,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-03-09,0.0,47857.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1650000.0,2022-03-01,0.0,56897.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 32,Lägenhet,Göteborgs kommun,59.0,2.0,3847.0,2980000.0,2022-03-01,0.0,50508.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1598.0,1625000.0,2022-02-28,0.0,56034.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,36.0,1.0,1884.0,1775000.0,2022-02-26,0.0,49306.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1650000.0,2022-02-26,0.0,56897.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1700000.0,2022-02-26,0.0,58621.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1525000.0,2022-02-24,0.0,52586.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 16,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1800000.0,2022-02-24,0.0,62069.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1525000.0,2022-02-23,0.0,52586.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 8,Lägenhet,Göteborgs kommun,29.0,1.0,1600.0,1550000.0,2022-02-21,0.0,53448.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 36,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-02-21,0.0,47857.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 30,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3240000.0,2022-02-16,0.0,46286.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Famngatan 34,Lägenhet,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-02-10,0.0,47857.0,0.0,,57.6626334,11.9270175, 421 73,Flatås
Björklundavägen 4,Lägenhet,Göteborgs kommun,35.0,1.0,2486.0,2225000.0,2022-09-13,-5.0,63571.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 8,Lägenhet,Göteborgs kommun,53.0,2.0,3121.0,2695000.0,2022-09-09,0.0,50849.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 8,Lägenhet,Göteborgs kommun,53.0,2.0,3121.0,2600000.0,2022-09-06,-10.0,49057.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 4,Lägenhet,Göteborgs kommun,35.0,1.0,2448.0,2200000.0,2022-08-18,10.0,62857.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 8,Lägenhet,Göteborgs kommun,35.0,1.5,2448.0,2250000.0,2022-08-17,-4.0,64286.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 34,Lägenhet,Göteborgs kommun,72.0,3.0,3592.0,4450000.0,2022-06-16,4.0,61806.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 8,Lägenhet,Göteborgs kommun,68.0,3.0,4010.0,4050000.0,2022-05-11,3.0,59559.0,0.0,0.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 8,Lägenhet,Göteborgs kommun,68.0,3.0,4010.0,3750000.0,2022-05-11,-1.0,55147.0,0.0,7.0,57.6000347,11.9525532, 436 53,Billdal
Björklundavägen 12,Lägenhet,Göteborgs kommun,67.0,2.0,3381.0,3760000.0,2022-03-30,26.0,56119.0,0.0,,57.6000347,11.9525532, 436 53,Billdal
Bäckebolsängen 24,Lägenhet,Göteborgs kommun,72.6,3.0,5478.0,1600000.0,2022-09-13,-6.0,22039.0,0.0,0.0,57.7540761,11.9876076, 422 48,Skälltorp
Västra Stillestorpsgatan 9,Lägenhet,Göteborgs kommun,32.9,1.0,2723.0,1500000.0,2022-09-13,0.0,45593.0,0.0,0.0,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra stillestorpsgatan 19,Lägenhet,Göteborgs kommun,96.5,4.0,6484.0,3095000.0,2022-08-16,0.0,32073.0,0.0,0.0,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 25,Lägenhet,Göteborgs kommun,80.0,4.0,4842.0,3510000.0,2022-06-02,11.0,43875.0,0.0,0.0,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 25,Lägenhet,Göteborgs kommun,57.0,2.0,4007.0,2000000.0,2022-05-19,3.0,35088.0,0.0,0.0,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 13,Lägenhet,Göteborgs kommun,77.5,3.0,5373.0,2705000.0,2022-04-29,0.0,34903.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 23,Lägenhet,Göteborgs kommun,80.0,3.0,5268.0,3100000.0,2022-04-28,4.0,38750.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 19,Lägenhet,Göteborgs kommun,96.5,4.0,6418.0,3150000.0,2022-03-31,5.0,32642.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 15,Lägenhet,Göteborgs kommun,91.4,4.0,6310.0,3350000.0,2022-03-31,0.0,36652.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 11,Lägenhet,Göteborgs kommun,42.0,2.0,3293.0,2100000.0,2022-03-25,5.0,50000.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 25,Lägenhet,Göteborgs kommun,80.0,4.0,5530.0,3130000.0,2022-03-23,3.0,39125.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Västra Stillestorpsgatan 9,Lägenhet,Göteborgs kommun,32.9,1.0,2643.0,1650000.0,2022-02-10,3.0,50152.0,0.0,,57.7167461,11.9327241, 417 13,Rambergsstaden
Verkmästaregatan 9,Lägenhet,Göteborgs kommun,84.0,3.0,5671.0,3350000.0,2022-09-13,-7.0,39881.0,0.0,0.0,57.70640735,11.933957373551213, 417 57,Lindholmen
Uddevallagatan 35B,Lägenhet,Göteborgs kommun,60.0,2.0,3697.0,2850000.0,2022-09-13,2.0,47500.0,0.0,0.0,57.7184402,12.0079807, 416 67,Redbergslid
Fastlagsgatan 10,Lägenhet,Göteborgs kommun,54.0,2.0,4577.0,1450000.0,2022-09-13,5.0,26852.0,0.0,0.0,57.7552671,12.0307602, 415 10,Södra Kortedala
Fastlagsgatan 14,Lägenhet,Göteborgs kommun,75.0,4.0,6150.0,2015000.0,2022-09-06,1.0,26867.0,0.0,0.0,57.7552671,12.0307602, 415 10,Södra Kortedala
Fastlagsgatan 13,Lägenhet,Göteborgs kommun,54.5,2.0,4596.0,1500000.0,2022-08-04,1.0,27523.0,0.0,0.0,57.7552671,12.0307602, 415 10,Södra Kortedala
Fastlagsgatan 17,Lägenhet,Göteborgs kommun,66.5,3.0,5497.0,1495000.0,2022-07-27,0.0,22481.0,0.0,0.0,57.7552671,12.0307602, 415 10,Södra Kortedala
